timestamp,vehicle_id,route_id,warehouse,cargo_weight_kg,max_capacity_kg,fuel_consumed_liters,idle_time_hours,distance_km,delivery_status,sla_met,shipment_id
2026-07-28 10:27:00,TRK-082,Rute-J,Depok Hub,303.8,1200,23.28,2.2,26.7,DELAYED,NO,SHP-20260728-00027
2026-07-29 12:38:00,TRK-085,Rute-O,Bekasi Logistics Hub,304.6,1200,23.72,2.3,27.4,LOADED,YES,SHP-20260729-00028
2026-07-30 15:49:00,TRK-088,Rute-B,Petamburan Hub,305.5,1200,24.16,2.5,28.0,RETURNING,NO,SHP-20260730-00029
2026-07-31 09:00:00,TRK-091,Rute-G,Grogol Hub (Jakbar),306.4,1400,24.6,2.6,28.6,DELIVERED,YES,SHP-20260731-00030
2026-07-01 12:11:00,TRK-094,Rute-L,Central Hub (Jakarta),307.3,1200,25.04,2.8,29.2,IN_TRANSIT,YES,SHP-20260701-00031
2026-07-02 15:22:00,TRK-097,Rute-Q,Gudang West (Tangerang),308.2,1200,25.48,0.4,29.8,DELAYED,NO,SHP-20260702-00032
2026-07-03 17:33:00,TRK-100,Rute-D,Cikarang Industrial Hub,309.0,1200,25.92,0.6,30.5,LOADED,YES,SHP-20260703-00033
2026-07-04 10:44:00,TRK-103,Rute-I,Bogor Transit Hub,309.9,1200,26.36,0.7,31.1,RETURNING,NO,SHP-20260704-00034
2026-07-05 13:55:00,TRK-106,Rute-N,Depok Hub,310.8,1400,26.8,0.9,31.7,DELIVERED,YES,SHP-20260705-00035
2026-07-06 17:06:00,TRK-109,Rute-A,Bekasi Logistics Hub,311.7,1200,11.4,1.0,32.3,IN_TRANSIT,YES,SHP-20260706-00036
2026-07-07 10:17:00,TRK-112,Rute-F,Petamburan Hub,312.6,1200,11.84,1.2,32.9,DELAYED,NO,SHP-20260707-00037
2026-07-08 13:28:00,TRK-115,Rute-K,Grogol Hub (Jakbar),313.4,1200,12.28,1.4,33.6,LOADED,YES,SHP-20260708-00038
2026-07-09 15:39:00,TRK-118,Rute-P,Central Hub (Jakarta),314.3,1200,12.72,1.5,34.2,RETURNING,NO,SHP-20260709-00039
2026-07-10 08:50:00,TRK-121,Rute-C,Gudang West (Tangerang),315.2,1400,13.16,1.7,34.8,DELIVERED,YES,SHP-20260710-00040
2026-07-11 12:01:00,TRK-124,Rute-H,Cikarang Industrial Hub,316.1,1200,13.6,1.8,35.4,IN_TRANSIT,YES,SHP-20260711-00041
2026-07-12 15:12:00,TRK-127,Rute-M,Bogor Transit Hub,317.0,1200,14.04,2.0,36.0,DELAYED,NO,SHP-20260712-00042
2026-07-13 18:23:00,TRK-130,Rute-R,Depok Hub,317.8,1200,14.48,2.2,36.7,LOADED,YES,SHP-20260713-00043
2026-07-14 10:34:00,TRK-133,Rute-E,Bekasi Logistics Hub,318.7,1200,14.92,2.3,37.3,RETURNING,NO,SHP-20260714-00044
2026-07-15 13:45:00,TRK-136,Rute-J,Petamburan Hub,319.6,1400,15.36,2.5,37.9,DELIVERED,YES,SHP-20260715-00045
2026-07-16 16:56:00,TRK-139,Rute-O,Grogol Hub (Jakbar),320.5,1200,15.8,2.6,38.5,IN_TRANSIT,YES,SHP-20260716-00046
2026-07-17 10:07:00,TRK-142,Rute-B,Central Hub (Jakarta),321.4,1200,16.24,2.8,39.1,DELAYED,NO,SHP-20260717-00047
2026-07-18 13:18:00,TRK-145,Rute-G,Gudang West (Tangerang),322.2,1200,16.68,0.4,39.8,LOADED,YES,SHP-20260718-00048
2026-07-19 16:29:00,TRK-148,Rute-L,Cikarang Industrial Hub,323.1,1200,17.12,0.6,40.4,RETURNING,NO,SHP-20260719-00049
2026-07-20 08:40:00,TRK-151,Rute-Q,Bogor Transit Hub,324.0,1400,17.56,0.7,41.0,DELIVERED,YES,SHP-20260720-00050
2026-07-21 11:51:00,TRK-154,Rute-D,Depok Hub,324.9,1200,18.0,0.9,41.6,IN_TRANSIT,YES,SHP-20260721-00051
2026-07-22 15:02:00,TRK-157,Rute-I,Bekasi Logistics Hub,325.8,1200,18.44,1.0,42.2,DELAYED,NO,SHP-20260722-00052
2026-07-23 18:13:00,TRK-160,Rute-N,Petamburan Hub,326.6,1200,18.88,1.2,42.9,LOADED,YES,SHP-20260723-00053
2026-07-24 11:24:00,TRK-163,Rute-A,Grogol Hub (Jakbar),327.5,1200,19.32,1.4,43.5,RETURNING,NO,SHP-20260724-00054
2026-07-25 13:35:00,TRK-166,Rute-F,Central Hub (Jakarta),328.4,1400,19.76,1.5,44.1,DELIVERED,YES,SHP-20260725-00055
2026-07-26 16:46:00,TRK-169,Rute-K,Gudang West (Tangerang),329.3,1200,20.2,1.7,44.7,IN_TRANSIT,YES,SHP-20260726-00056
2026-07-27 09:57:00,TRK-172,Rute-P,Cikarang Industrial Hub,330.2,1200,20.64,1.8,45.3,DELAYED,NO,SHP-20260727-00057
2026-07-28 13:08:00,TRK-175,Rute-C,Bogor Transit Hub,331.0,1200,21.08,2.0,46.0,LOADED,YES,SHP-20260728-00058
2026-07-29 16:19:00,TRK-178,Rute-H,Depok Hub,331.9,1200,21.52,2.2,46.6,RETURNING,NO,SHP-20260729-00059
2026-07-30 08:30:00,TRK-001,Rute-M,Bekasi Logistics Hub,332.8,1400,21.96,2.3,47.2,DELIVERED,YES,SHP-20260730-00060
2026-07-31 11:41:00,TRK-004,Rute-R,Petamburan Hub,333.7,1200,22.4,2.5,47.8,IN_TRANSIT,YES,SHP-20260731-00061
2026-07-01 14:52:00,TRK-007,Rute-E,Grogol Hub (Jakbar),334.6,1200,22.84,2.6,48.4,DELAYED,NO,SHP-20260701-00062
2026-07-02 18:03:00,TRK-010,Rute-J,Central Hub (Jakarta),335.4,1200,23.28,2.8,49.1,LOADED,YES,SHP-20260702-00063
2026-07-03 11:14:00,TRK-013,Rute-O,Gudang West (Tangerang),336.3,1200,23.72,0.4,49.7,RETURNING,NO,SHP-20260703-00064
2026-07-04 14:25:00,TRK-016,Rute-B,Cikarang Industrial Hub,337.2,1400,24.16,0.6,50.3,DELIVERED,YES,SHP-20260704-00065
2026-07-05 16:36:00,TRK-019,Rute-G,Bogor Transit Hub,338.1,1200,24.6,0.7,50.9,IN_TRANSIT,YES,SHP-20260705-00066
2026-07-06 09:47:00,TRK-022,Rute-L,Depok Hub,339.0,1200,25.04,0.9,51.5,DELAYED,NO,SHP-20260706-00067
2026-07-07 12:58:00,TRK-025,Rute-Q,Bekasi Logistics Hub,339.8,1200,25.48,1.0,52.2,LOADED,YES,SHP-20260707-00068
2026-07-08 16:09:00,TRK-028,Rute-D,Petamburan Hub,340.7,1200,25.92,1.2,52.8,RETURNING,NO,SHP-20260708-00069
2026-07-09 09:20:00,TRK-031,Rute-I,Grogol Hub (Jakbar),341.6,1400,26.36,1.4,53.4,DELIVERED,YES,SHP-20260709-00070
2026-07-10 11:31:00,TRK-034,Rute-N,Central Hub (Jakarta),342.5,1200,26.8,1.5,54.0,IN_TRANSIT,YES,SHP-20260710-00071
2026-07-11 14:42:00,TRK-037,Rute-A,Gudang West (Tangerang),343.4,1200,11.4,1.7,54.6,DELAYED,NO,SHP-20260711-00072
2026-07-12 17:53:00,TRK-040,Rute-F,Cikarang Industrial Hub,344.2,1200,11.84,1.8,55.3,LOADED,YES,SHP-20260712-00073
2026-07-13 11:04:00,TRK-043,Rute-K,Bogor Transit Hub,345.1,1200,12.28,2.0,55.9,RETURNING,NO,SHP-20260713-00074
2026-07-14 14:15:00,TRK-046,Rute-P,Depok Hub,346.0,1400,12.72,2.2,56.5,DELIVERED,YES,SHP-20260714-00075
2026-07-15 17:26:00,TRK-049,Rute-C,Bekasi Logistics Hub,346.9,1200,13.16,2.3,57.1,IN_TRANSIT,YES,SHP-20260715-00076
2026-07-16 09:37:00,TRK-052,Rute-H,Petamburan Hub,347.8,1200,13.6,2.5,57.7,DELAYED,NO,SHP-20260716-00077
2026-07-17 12:48:00,TRK-055,Rute-M,Grogol Hub (Jakbar),348.6,1200,14.04,2.6,58.4,LOADED,YES,SHP-20260717-00078
2026-07-18 15:59:00,TRK-058,Rute-R,Central Hub (Jakarta),349.5,1200,14.48,2.8,59.0,RETURNING,NO,SHP-20260718-00079
2026-07-19 09:10:00,TRK-061,Rute-E,Gudang West (Tangerang),350.4,1400,14.92,0.4,59.6,DELIVERED,YES,SHP-20260719-00080
2026-07-20 12:21:00,TRK-064,Rute-J,Cikarang Industrial Hub,351.3,1200,15.36,0.6,60.2,IN_TRANSIT,YES,SHP-20260720-00081
2026-07-21 14:32:00,TRK-067,Rute-O,Bogor Transit Hub,352.2,1200,15.8,0.7,60.8,DELAYED,NO,SHP-20260721-00082
2026-07-22 17:43:00,TRK-070,Rute-B,Depok Hub,353.0,1200,16.24,0.9,61.5,LOADED,YES,SHP-20260722-00083
2026-07-23 10:54:00,TRK-073,Rute-G,Bekasi Logistics Hub,353.9,1200,16.68,1.0,62.1,RETURNING,NO,SHP-20260723-00084
2026-07-24 14:05:00,TRK-076,Rute-L,Petamburan Hub,354.8,1400,17.12,1.2,62.7,DELIVERED,YES,SHP-20260724-00085
2026-07-25 17:16:00,TRK-079,Rute-Q,Grogol Hub (Jakbar),355.7,1200,17.56,1.4,63.3,IN_TRANSIT,YES,SHP-20260725-00086
2026-07-26 10:27:00,TRK-082,Rute-D,Central Hub (Jakarta),356.6,1200,18.0,1.5,63.9,DELAYED,NO,SHP-20260726-00087
2026-07-27 12:38:00,TRK-085,Rute-I,Gudang West (Tangerang),357.4,1200,18.44,1.7,64.6,LOADED,YES,SHP-20260727-00088
2026-07-28 15:49:00,TRK-088,Rute-N,Cikarang Industrial Hub,358.3,1200,18.88,1.8,65.2,RETURNING,NO,SHP-20260728-00089
2026-07-29 09:00:00,TRK-091,Rute-A,Bogor Transit Hub,359.2,1400,19.32,2.0,65.8,DELIVERED,YES,SHP-20260729-00090
2026-07-30 12:11:00,TRK-094,Rute-F,Depok Hub,360.1,1200,19.76,2.2,66.4,IN_TRANSIT,YES,SHP-20260730-00091
2026-07-31 15:22:00,TRK-097,Rute-K,Bekasi Logistics Hub,361.0,1200,20.2,2.3,67.0,DELAYED,NO,SHP-20260731-00092
2026-07-01 17:33:00,TRK-100,Rute-P,Petamburan Hub,361.8,1200,20.64,2.5,67.7,LOADED,YES,SHP-20260701-00093
2026-07-02 10:44:00,TRK-103,Rute-C,Grogol Hub (Jakbar),362.7,1200,21.08,2.6,68.3,RETURNING,NO,SHP-20260702-00094
2026-07-03 13:55:00,TRK-106,Rute-H,Central Hub (Jakarta),363.6,1400,21.52,2.8,68.9,DELIVERED,YES,SHP-20260703-00095
2026-07-04 17:06:00,TRK-109,Rute-M,Gudang West (Tangerang),364.5,1200,21.96,0.4,69.5,IN_TRANSIT,YES,SHP-20260704-00096
2026-07-05 10:17:00,TRK-112,Rute-R,Cikarang Industrial Hub,365.4,1200,22.4,0.6,70.1,DELAYED,NO,SHP-20260705-00097
2026-07-06 13:28:00,TRK-115,Rute-E,Bogor Transit Hub,366.2,1200,22.84,0.7,70.8,LOADED,YES,SHP-20260706-00098
2026-07-07 15:39:00,TRK-118,Rute-J,Depok Hub,367.1,1200,23.28,0.9,71.4,RETURNING,NO,SHP-20260707-00099
2026-07-08 08:50:00,TRK-121,Rute-O,Bekasi Logistics Hub,368.0,1400,23.72,1.0,72.0,DELIVERED,YES,SHP-20260708-00100
2026-07-09 12:01:00,TRK-124,Rute-B,Petamburan Hub,368.9,1200,24.16,1.2,72.6,IN_TRANSIT,YES,SHP-20260709-00101
2026-07-10 15:12:00,TRK-127,Rute-G,Grogol Hub (Jakbar),369.8,1200,24.6,1.4,73.2,DELAYED,NO,SHP-20260710-00102
2026-07-11 18:23:00,TRK-130,Rute-L,Central Hub (Jakarta),370.6,1200,25.04,1.5,73.9,LOADED,YES,SHP-20260711-00103
2026-07-12 10:34:00,TRK-133,Rute-Q,Gudang West (Tangerang),371.5,1200,25.48,1.7,74.5,RETURNING,NO,SHP-20260712-00104
2026-07-13 13:45:00,TRK-136,Rute-D,Cikarang Industrial Hub,372.4,1400,25.92,1.8,75.1,DELIVERED,YES,SHP-20260713-00105
2026-07-14 16:56:00,TRK-139,Rute-I,Bogor Transit Hub,373.3,1200,26.36,2.0,75.7,IN_TRANSIT,YES,SHP-20260714-00106
2026-07-15 10:07:00,TRK-142,Rute-N,Depok Hub,374.2,1200,26.8,2.2,76.3,DELAYED,NO,SHP-20260715-00107
2026-07-16 13:18:00,TRK-145,Rute-A,Bekasi Logistics Hub,375.0,1200,11.4,2.3,77.0,LOADED,YES,SHP-20260716-00108
2026-07-17 16:29:00,TRK-148,Rute-F,Petamburan Hub,375.9,1200,11.84,2.5,77.6,RETURNING,NO,SHP-20260717-00109
2026-07-18 08:40:00,TRK-151,Rute-K,Grogol Hub (Jakbar),376.8,1400,12.28,2.6,78.2,DELIVERED,YES,SHP-20260718-00110
2026-07-19 11:51:00,TRK-154,Rute-P,Central Hub (Jakarta),377.7,1200,12.72,2.8,78.8,IN_TRANSIT,YES,SHP-20260719-00111
2026-07-20 15:02:00,TRK-157,Rute-C,Gudang West (Tangerang),378.6,1200,13.16,0.4,79.4,DELAYED,NO,SHP-20260720-00112
2026-07-21 18:13:00,TRK-160,Rute-H,Cikarang Industrial Hub,379.4,1200,13.6,0.6,80.1,LOADED,YES,SHP-20260721-00113
2026-07-22 11:24:00,TRK-163,Rute-M,Bogor Transit Hub,380.3,1200,14.04,0.7,80.7,RETURNING,NO,SHP-20260722-00114
2026-07-23 13:35:00,TRK-166,Rute-R,Depok Hub,381.2,1400,14.48,0.9,81.3,DELIVERED,YES,SHP-20260723-00115
2026-07-24 16:46:00,TRK-169,Rute-E,Bekasi Logistics Hub,382.1,1200,14.92,1.0,81.9,IN_TRANSIT,YES,SHP-20260724-00116
2026-07-25 09:57:00,TRK-172,Rute-J,Petamburan Hub,383.0,1200,15.36,1.2,82.5,DELAYED,NO,SHP-20260725-00117
2026-07-26 13:08:00,TRK-175,Rute-O,Grogol Hub (Jakbar),383.8,1200,15.8,1.4,83.2,LOADED,YES,SHP-20260726-00118
2026-07-27 16:19:00,TRK-178,Rute-B,Central Hub (Jakarta),384.7,1200,16.24,1.5,83.8,RETURNING,NO,SHP-20260727-00119
2026-07-28 08:30:00,TRK-001,Rute-G,Gudang West (Tangerang),385.6,1400,16.68,1.7,84.4,DELIVERED,YES,SHP-20260728-00120
2026-07-29 11:41:00,TRK-004,Rute-L,Cikarang Industrial Hub,386.5,1200,17.12,1.8,85.0,IN_TRANSIT,YES,SHP-20260729-00121
2026-07-30 14:52:00,TRK-007,Rute-Q,Bogor Transit Hub,387.4,1200,17.56,2.0,85.6,DELAYED,NO,SHP-20260730-00122
2026-07-31 18:03:00,TRK-010,Rute-D,Depok Hub,388.2,1200,18.0,2.2,86.3,LOADED,YES,SHP-20260731-00123
2026-07-01 11:14:00,TRK-013,Rute-I,Bekasi Logistics Hub,389.1,1200,18.44,2.3,86.9,RETURNING,NO,SHP-20260701-00124
2026-07-02 14:25:00,TRK-016,Rute-N,Petamburan Hub,390.0,1400,18.88,2.5,87.5,DELIVERED,YES,SHP-20260702-00125
2026-07-03 16:36:00,TRK-019,Rute-A,Grogol Hub (Jakbar),390.9,1200,19.32,2.6,88.1,IN_TRANSIT,YES,SHP-20260703-00126
2026-07-04 09:47:00,TRK-022,Rute-F,Central Hub (Jakarta),391.8,1200,19.76,2.8,88.7,DELAYED,NO,SHP-20260704-00127
2026-07-05 12:58:00,TRK-025,Rute-K,Gudang West (Tangerang),392.6,1200,20.2,0.4,89.4,LOADED,YES,SHP-20260705-00128
2026-07-06 16:09:00,TRK-028,Rute-P,Cikarang Industrial Hub,393.5,1200,20.64,0.6,90.0,RETURNING,NO,SHP-20260706-00129
2026-07-07 09:20:00,TRK-031,Rute-C,Bogor Transit Hub,394.4,1400,21.08,0.7,10.0,DELIVERED,YES,SHP-20260707-00130
2026-07-08 11:31:00,TRK-034,Rute-H,Depok Hub,395.3,1200,21.52,0.9,10.6,IN_TRANSIT,YES,SHP-20260708-00131
2026-07-09 14:42:00,TRK-037,Rute-M,Bekasi Logistics Hub,396.2,1200,21.96,1.0,11.2,DELAYED,NO,SHP-20260709-00132
2026-07-10 17:53:00,TRK-040,Rute-R,Petamburan Hub,397.0,1200,22.4,1.2,11.9,LOADED,YES,SHP-20260710-00133
2026-07-11 11:04:00,TRK-043,Rute-E,Grogol Hub (Jakbar),397.9,1200,22.84,1.4,12.5,RETURNING,NO,SHP-20260711-00134
2026-07-12 14:15:00,TRK-046,Rute-J,Central Hub (Jakarta),398.8,1400,23.28,1.5,13.1,DELIVERED,YES,SHP-20260712-00135
2026-07-13 17:26:00,TRK-049,Rute-O,Gudang West (Tangerang),399.7,1200,23.72,1.7,13.7,IN_TRANSIT,YES,SHP-20260713-00136
2026-07-14 09:37:00,TRK-052,Rute-B,Cikarang Industrial Hub,400.6,1200,24.16,1.8,14.3,DELAYED,NO,SHP-20260714-00137
2026-07-15 12:48:00,TRK-055,Rute-G,Bogor Transit Hub,401.4,1200,24.6,2.0,15.0,LOADED,YES,SHP-20260715-00138
2026-07-16 15:59:00,TRK-058,Rute-L,Depok Hub,402.3,1200,25.04,2.2,15.6,RETURNING,NO,SHP-20260716-00139
2026-07-17 09:10:00,TRK-061,Rute-Q,Bekasi Logistics Hub,403.2,1400,25.48,2.3,16.2,DELIVERED,YES,SHP-20260717-00140
2026-07-18 12:21:00,TRK-064,Rute-D,Petamburan Hub,404.1,1200,25.92,2.5,16.8,IN_TRANSIT,YES,SHP-20260718-00141
2026-07-19 14:32:00,TRK-067,Rute-I,Grogol Hub (Jakbar),405.0,1200,26.36,2.6,17.4,DELAYED,NO,SHP-20260719-00142
2026-07-20 17:43:00,TRK-070,Rute-N,Central Hub (Jakarta),405.8,1200,26.8,2.8,18.1,LOADED,YES,SHP-20260720-00143
2026-07-21 10:54:00,TRK-073,Rute-A,Gudang West (Tangerang),406.7,1200,11.4,0.4,18.7,RETURNING,NO,SHP-20260721-00144
2026-07-22 14:05:00,TRK-076,Rute-F,Cikarang Industrial Hub,407.6,1400,11.84,0.6,19.3,DELIVERED,YES,SHP-20260722-00145
2026-07-23 17:16:00,TRK-079,Rute-K,Bogor Transit Hub,408.5,1200,12.28,0.7,19.9,IN_TRANSIT,YES,SHP-20260723-00146
2026-07-24 10:27:00,TRK-082,Rute-P,Depok Hub,409.4,1200,12.72,0.9,20.5,DELAYED,NO,SHP-20260724-00147
2026-07-25 12:38:00,TRK-085,Rute-C,Bekasi Logistics Hub,410.2,1200,13.16,1.0,21.2,LOADED,YES,SHP-20260725-00148
2026-07-26 15:49:00,TRK-088,Rute-H,Petamburan Hub,411.1,1200,13.6,1.2,21.8,RETURNING,NO,SHP-20260726-00149
2026-07-27 09:00:00,TRK-091,Rute-M,Grogol Hub (Jakbar),412.0,1400,14.04,1.4,22.4,DELIVERED,YES,SHP-20260727-00150
2026-07-28 12:11:00,TRK-094,Rute-R,Central Hub (Jakarta),412.9,1200,14.48,1.5,23.0,IN_TRANSIT,YES,SHP-20260728-00151
2026-07-29 15:22:00,TRK-097,Rute-E,Gudang West (Tangerang),413.8,1200,14.92,1.7,23.6,DELAYED,NO,SHP-20260729-00152
2026-07-30 17:33:00,TRK-100,Rute-J,Cikarang Industrial Hub,414.6,1200,15.36,1.8,24.3,LOADED,YES,SHP-20260730-00153
2026-07-31 10:44:00,TRK-103,Rute-O,Bogor Transit Hub,415.5,1200,15.8,2.0,24.9,RETURNING,NO,SHP-20260731-00154
2026-07-01 13:55:00,TRK-106,Rute-B,Depok Hub,416.4,1400,16.24,2.2,25.5,DELIVERED,YES,SHP-20260701-00155
2026-07-02 17:06:00,TRK-109,Rute-G,Bekasi Logistics Hub,417.3,1200,16.68,2.3,26.1,IN_TRANSIT,YES,SHP-20260702-00156
2026-07-03 10:17:00,TRK-112,Rute-L,Petamburan Hub,418.2,1200,17.12,2.5,26.7,DELAYED,NO,SHP-20260703-00157
2026-07-04 13:28:00,TRK-115,Rute-Q,Grogol Hub (Jakbar),419.0,1200,17.56,2.6,27.4,LOADED,YES,SHP-20260704-00158
2026-07-05 15:39:00,TRK-118,Rute-D,Central Hub (Jakarta),419.9,1200,18.0,2.8,28.0,RETURNING,NO,SHP-20260705-00159
2026-07-06 08:50:00,TRK-121,Rute-I,Gudang West (Tangerang),420.8,1400,18.44,0.4,28.6,DELIVERED,YES,SHP-20260706-00160
2026-07-07 12:01:00,TRK-124,Rute-N,Cikarang Industrial Hub,421.7,1200,18.88,0.6,29.2,IN_TRANSIT,YES,SHP-20260707-00161
2026-07-08 15:12:00,TRK-127,Rute-A,Bogor Transit Hub,422.6,1200,19.32,0.7,29.8,DELAYED,NO,SHP-20260708-00162
2026-07-09 18:23:00,TRK-130,Rute-F,Depok Hub,423.4,1200,19.76,0.9,30.5,LOADED,YES,SHP-20260709-00163
2026-07-10 10:34:00,TRK-133,Rute-K,Bekasi Logistics Hub,424.3,1200,20.2,1.0,31.1,RETURNING,NO,SHP-20260710-00164
2026-07-11 13:45:00,TRK-136,Rute-P,Petamburan Hub,425.2,1400,20.64,1.2,31.7,DELIVERED,YES,SHP-20260711-00165
2026-07-12 16:56:00,TRK-139,Rute-C,Grogol Hub (Jakbar),426.1,1200,21.08,1.4,32.3,IN_TRANSIT,YES,SHP-20260712-00166
2026-07-13 10:07:00,TRK-142,Rute-H,Central Hub (Jakarta),427.0,1200,21.52,1.5,32.9,DELAYED,NO,SHP-20260713-00167
2026-07-14 13:18:00,TRK-145,Rute-M,Gudang West (Tangerang),427.8,1200,21.96,1.7,33.6,LOADED,YES,SHP-20260714-00168
2026-07-15 16:29:00,TRK-148,Rute-R,Cikarang Industrial Hub,428.7,1200,22.4,1.8,34.2,RETURNING,NO,SHP-20260715-00169
2026-07-16 08:40:00,TRK-151,Rute-E,Bogor Transit Hub,429.6,1400,22.84,2.0,34.8,DELIVERED,YES,SHP-20260716-00170
2026-07-17 11:51:00,TRK-154,Rute-J,Depok Hub,430.5,1200,23.28,2.2,35.4,IN_TRANSIT,YES,SHP-20260717-00171
2026-07-18 15:02:00,TRK-157,Rute-O,Bekasi Logistics Hub,431.4,1200,23.72,2.3,36.0,DELAYED,NO,SHP-20260718-00172
2026-07-19 18:13:00,TRK-160,Rute-B,Petamburan Hub,432.2,1200,24.16,2.5,36.7,LOADED,YES,SHP-20260719-00173
2026-07-20 11:24:00,TRK-163,Rute-G,Grogol Hub (Jakbar),433.1,1200,24.6,2.6,37.3,RETURNING,NO,SHP-20260720-00174
2026-07-21 13:35:00,TRK-166,Rute-L,Central Hub (Jakarta),434.0,1400,25.04,2.8,37.9,DELIVERED,YES,SHP-20260721-00175
2026-07-22 16:46:00,TRK-169,Rute-Q,Gudang West (Tangerang),434.9,1200,25.48,0.4,38.5,IN_TRANSIT,YES,SHP-20260722-00176
2026-07-23 09:57:00,TRK-172,Rute-D,Cikarang Industrial Hub,435.8,1200,25.92,0.6,39.1,DELAYED,NO,SHP-20260723-00177
2026-07-24 13:08:00,TRK-175,Rute-I,Bogor Transit Hub,436.6,1200,26.36,0.7,39.8,LOADED,YES,SHP-20260724-00178
2026-07-25 16:19:00,TRK-178,Rute-N,Depok Hub,437.5,1200,26.8,0.9,40.4,RETURNING,NO,SHP-20260725-00179
2026-07-26 08:30:00,TRK-001,Rute-A,Bekasi Logistics Hub,438.4,1400,11.4,1.0,41.0,DELIVERED,YES,SHP-20260726-00180
