timestamp,vehicle_id,route_id,warehouse,cargo_weight_kg,max_capacity_kg,fuel_consumed_liters,idle_time_hours,distance_km,delivery_status,sla_met,dock_slot
2026-07-11 15:53:00,TRK-108,Rute-K,Petamburan Hub,378.7,1200,10.21,0.4,30.6,IN_TRANSIT,YES,DOCK-06
2026-07-12 05:06:00,TRK-115,Rute-M,Bogor Transit Hub,379.4,1200,10.62,0.6,31.1,IDLE_DOCK,YES,DOCK-07
2026-07-13 09:19:00,TRK-122,Rute-O,Central Hub (Jakarta),380.1,1200,11.03,0.7,31.7,LOADED,YES,DOCK-08
2026-07-14 13:32:00,TRK-129,Rute-Q,Bekasi Logistics Hub,380.8,1200,11.44,0.9,32.2,QUEUED,NO,DOCK-09
2026-07-15 17:45:00,TRK-136,Rute-A,Cikarang Industrial Hub,381.5,1200,11.85,1.0,32.8,DELIVERED,YES,DOCK-10
2026-07-16 07:58:00,TRK-143,Rute-C,Grogol Hub (Jakbar),382.2,1200,12.26,1.1,33.3,IN_TRANSIT,YES,DOCK-11
2026-07-17 11:11:00,TRK-150,Rute-E,Depok Hub,382.9,1200,12.67,1.3,33.9,IDLE_DOCK,YES,DOCK-12
2026-07-18 15:24:00,TRK-157,Rute-G,Gudang West (Tangerang),383.6,1200,13.08,1.4,34.4,LOADED,YES,DOCK-01
2026-07-19 05:37:00,TRK-164,Rute-I,Petamburan Hub,384.3,1200,13.49,1.6,35.0,QUEUED,NO,DOCK-02
2026-07-20 09:50:00,TRK-171,Rute-K,Bogor Transit Hub,385.0,1200,13.9,1.7,35.5,DELIVERED,YES,DOCK-03
2026-07-21 13:03:00,TRK-178,Rute-M,Central Hub (Jakarta),385.7,1200,14.31,1.8,36.0,IN_TRANSIT,YES,DOCK-04
2026-07-22 17:16:00,TRK-005,Rute-O,Bekasi Logistics Hub,386.4,1200,14.72,2.0,36.6,IDLE_DOCK,YES,DOCK-05
2026-07-23 07:29:00,TRK-012,Rute-Q,Cikarang Industrial Hub,387.1,1200,15.13,2.1,37.2,LOADED,YES,DOCK-06
2026-07-24 11:42:00,TRK-019,Rute-A,Grogol Hub (Jakbar),387.8,1200,15.54,2.3,37.7,QUEUED,NO,DOCK-07
2026-07-25 15:55:00,TRK-026,Rute-C,Depok Hub,388.5,1200,15.95,2.4,38.2,DELIVERED,YES,DOCK-08
2026-07-26 05:08:00,TRK-033,Rute-E,Gudang West (Tangerang),389.2,1200,16.36,2.5,38.8,IN_TRANSIT,YES,DOCK-09
2026-07-27 09:21:00,TRK-040,Rute-G,Petamburan Hub,389.9,1200,16.77,2.7,39.4,IDLE_DOCK,YES,DOCK-10
2026-07-28 13:34:00,TRK-047,Rute-I,Bogor Transit Hub,390.6,1200,17.18,2.8,39.9,LOADED,YES,DOCK-11
2026-07-29 17:47:00,TRK-054,Rute-K,Central Hub (Jakarta),391.3,1200,17.59,3.0,40.5,QUEUED,NO,DOCK-12
2026-07-30 07:00:00,TRK-061,Rute-M,Bekasi Logistics Hub,392.0,1200,18.0,0.3,41.0,DELIVERED,YES,DOCK-01
2026-07-31 11:13:00,TRK-068,Rute-O,Cikarang Industrial Hub,392.7,1200,18.41,0.4,41.6,IN_TRANSIT,YES,DOCK-02
2026-07-01 15:26:00,TRK-075,Rute-Q,Grogol Hub (Jakbar),393.4,1200,18.82,0.6,42.1,IDLE_DOCK,YES,DOCK-03
2026-07-02 05:39:00,TRK-082,Rute-A,Depok Hub,394.1,1200,19.23,0.7,42.7,LOADED,YES,DOCK-04
2026-07-03 09:52:00,TRK-089,Rute-C,Gudang West (Tangerang),394.8,1200,19.64,0.9,43.2,QUEUED,NO,DOCK-05
2026-07-04 13:05:00,TRK-096,Rute-E,Petamburan Hub,395.5,1200,20.05,1.0,43.8,DELIVERED,YES,DOCK-06
2026-07-05 17:18:00,TRK-103,Rute-G,Bogor Transit Hub,396.2,1200,20.46,1.1,44.3,IN_TRANSIT,YES,DOCK-07
2026-07-06 07:31:00,TRK-110,Rute-I,Central Hub (Jakarta),396.9,1200,20.87,1.3,44.9,IDLE_DOCK,YES,DOCK-08
2026-07-07 11:44:00,TRK-117,Rute-K,Bekasi Logistics Hub,397.6,1200,21.28,1.4,45.4,LOADED,YES,DOCK-09
2026-07-08 15:57:00,TRK-124,Rute-M,Cikarang Industrial Hub,398.3,1200,21.69,1.6,46.0,QUEUED,NO,DOCK-10
2026-07-09 05:10:00,TRK-131,Rute-O,Grogol Hub (Jakbar),399.0,1200,22.1,1.7,46.5,DELIVERED,YES,DOCK-11
2026-07-10 09:23:00,TRK-138,Rute-Q,Depok Hub,399.7,1200,22.51,1.8,47.1,IN_TRANSIT,YES,DOCK-12
2026-07-11 13:36:00,TRK-145,Rute-A,Gudang West (Tangerang),400.4,1200,22.92,2.0,47.6,IDLE_DOCK,YES,DOCK-01
2026-07-12 17:49:00,TRK-152,Rute-C,Petamburan Hub,401.1,1200,23.33,2.1,48.2,LOADED,YES,DOCK-02
2026-07-13 07:02:00,TRK-159,Rute-E,Bogor Transit Hub,401.8,1200,23.74,2.3,48.7,QUEUED,NO,DOCK-03
2026-07-14 11:15:00,TRK-166,Rute-G,Central Hub (Jakarta),402.5,1200,24.15,2.4,49.2,DELIVERED,YES,DOCK-04
2026-07-15 15:28:00,TRK-173,Rute-I,Bekasi Logistics Hub,403.2,1200,24.56,2.5,49.8,IN_TRANSIT,YES,DOCK-05
2026-07-16 05:41:00,TRK-180,Rute-K,Cikarang Industrial Hub,403.9,1200,24.97,2.7,50.4,IDLE_DOCK,YES,DOCK-06
2026-07-17 09:54:00,TRK-007,Rute-M,Grogol Hub (Jakbar),404.6,1200,25.38,2.8,50.9,LOADED,YES,DOCK-07
2026-07-18 13:07:00,TRK-014,Rute-O,Depok Hub,405.3,1200,25.79,3.0,51.5,QUEUED,NO,DOCK-08
2026-07-19 17:20:00,TRK-021,Rute-Q,Gudang West (Tangerang),406.0,1200,9.8,0.3,52.0,DELIVERED,YES,DOCK-09
2026-07-20 07:33:00,TRK-028,Rute-A,Petamburan Hub,406.7,1200,10.21,0.4,52.6,IN_TRANSIT,YES,DOCK-10
2026-07-21 11:46:00,TRK-035,Rute-C,Bogor Transit Hub,407.4,1200,10.62,0.6,53.1,IDLE_DOCK,YES,DOCK-11
2026-07-22 15:59:00,TRK-042,Rute-E,Central Hub (Jakarta),408.1,1200,11.03,0.7,53.7,LOADED,YES,DOCK-12
2026-07-23 05:12:00,TRK-049,Rute-G,Bekasi Logistics Hub,408.8,1200,11.44,0.9,54.2,QUEUED,NO,DOCK-01
2026-07-24 09:25:00,TRK-056,Rute-I,Cikarang Industrial Hub,409.5,1200,11.85,1.0,54.8,DELIVERED,YES,DOCK-02
2026-07-25 13:38:00,TRK-063,Rute-K,Grogol Hub (Jakbar),410.2,1200,12.26,1.1,55.3,IN_TRANSIT,YES,DOCK-03
2026-07-26 17:51:00,TRK-070,Rute-M,Depok Hub,410.9,1200,12.67,1.3,55.9,IDLE_DOCK,YES,DOCK-04
2026-07-27 07:04:00,TRK-077,Rute-O,Gudang West (Tangerang),411.6,1200,13.08,1.4,56.4,LOADED,YES,DOCK-05
2026-07-28 11:17:00,TRK-084,Rute-Q,Petamburan Hub,412.3,1200,13.49,1.6,57.0,QUEUED,NO,DOCK-06
2026-07-29 15:30:00,TRK-091,Rute-A,Bogor Transit Hub,413.0,1200,13.9,1.7,57.5,DELIVERED,YES,DOCK-07
2026-07-30 05:43:00,TRK-098,Rute-C,Central Hub (Jakarta),413.7,1200,14.31,1.8,58.1,IN_TRANSIT,YES,DOCK-08
2026-07-31 09:56:00,TRK-105,Rute-E,Bekasi Logistics Hub,414.4,1200,14.72,2.0,58.6,IDLE_DOCK,YES,DOCK-09
2026-07-01 13:09:00,TRK-112,Rute-G,Cikarang Industrial Hub,415.1,1200,15.13,2.1,59.2,LOADED,YES,DOCK-10
2026-07-02 17:22:00,TRK-119,Rute-I,Grogol Hub (Jakbar),415.8,1200,15.54,2.3,59.7,QUEUED,NO,DOCK-11
2026-07-03 07:35:00,TRK-126,Rute-K,Depok Hub,416.5,1200,15.95,2.4,60.3,DELIVERED,YES,DOCK-12
2026-07-04 11:48:00,TRK-133,Rute-M,Gudang West (Tangerang),417.2,1200,16.36,2.5,60.8,IN_TRANSIT,YES,DOCK-01
2026-07-05 15:01:00,TRK-140,Rute-O,Petamburan Hub,417.9,1200,16.77,2.7,61.4,IDLE_DOCK,YES,DOCK-02
2026-07-06 05:14:00,TRK-147,Rute-Q,Bogor Transit Hub,418.6,1200,17.18,2.8,61.9,LOADED,YES,DOCK-03
2026-07-07 09:27:00,TRK-154,Rute-A,Central Hub (Jakarta),419.3,1200,17.59,3.0,62.5,QUEUED,NO,DOCK-04
2026-07-08 13:40:00,TRK-161,Rute-C,Bekasi Logistics Hub,420.0,1200,18.0,0.3,63.0,DELIVERED,YES,DOCK-05
2026-07-09 17:53:00,TRK-168,Rute-E,Cikarang Industrial Hub,420.7,1200,18.41,0.4,63.6,IN_TRANSIT,YES,DOCK-06
2026-07-10 07:06:00,TRK-175,Rute-G,Grogol Hub (Jakbar),421.4,1200,18.82,0.6,64.1,IDLE_DOCK,YES,DOCK-07
2026-07-11 11:19:00,TRK-002,Rute-I,Depok Hub,422.1,1200,19.23,0.7,64.7,LOADED,YES,DOCK-08
2026-07-12 15:32:00,TRK-009,Rute-K,Gudang West (Tangerang),422.8,1200,19.64,0.9,65.2,QUEUED,NO,DOCK-09
2026-07-13 05:45:00,TRK-016,Rute-M,Petamburan Hub,423.5,1200,20.05,1.0,65.8,DELIVERED,YES,DOCK-10
2026-07-14 09:58:00,TRK-023,Rute-O,Bogor Transit Hub,424.2,1200,20.46,1.1,66.3,IN_TRANSIT,YES,DOCK-11
2026-07-15 13:11:00,TRK-030,Rute-Q,Central Hub (Jakarta),424.9,1200,20.87,1.3,66.8,IDLE_DOCK,YES,DOCK-12
2026-07-16 17:24:00,TRK-037,Rute-A,Bekasi Logistics Hub,425.6,1200,21.28,1.4,67.4,LOADED,YES,DOCK-01
2026-07-17 07:37:00,TRK-044,Rute-C,Cikarang Industrial Hub,426.3,1200,21.69,1.6,68.0,QUEUED,NO,DOCK-02
2026-07-18 11:50:00,TRK-051,Rute-E,Grogol Hub (Jakbar),427.0,1200,22.1,1.7,68.5,DELIVERED,YES,DOCK-03
2026-07-19 15:03:00,TRK-058,Rute-G,Depok Hub,427.7,1200,22.51,1.8,69.1,IN_TRANSIT,YES,DOCK-04
2026-07-20 05:16:00,TRK-065,Rute-I,Gudang West (Tangerang),428.4,1200,22.92,2.0,69.6,IDLE_DOCK,YES,DOCK-05
2026-07-21 09:29:00,TRK-072,Rute-K,Petamburan Hub,429.1,1200,23.33,2.1,70.2,LOADED,YES,DOCK-06
2026-07-22 13:42:00,TRK-079,Rute-M,Bogor Transit Hub,429.8,1200,23.74,2.3,70.7,QUEUED,NO,DOCK-07
2026-07-23 17:55:00,TRK-086,Rute-O,Central Hub (Jakarta),430.5,1200,24.15,2.4,71.2,DELIVERED,YES,DOCK-08
2026-07-24 07:08:00,TRK-093,Rute-Q,Bekasi Logistics Hub,431.2,1200,24.56,2.5,71.8,IN_TRANSIT,YES,DOCK-09
2026-07-25 11:21:00,TRK-100,Rute-A,Cikarang Industrial Hub,431.9,1200,24.97,2.7,72.4,IDLE_DOCK,YES,DOCK-10
2026-07-26 15:34:00,TRK-107,Rute-C,Grogol Hub (Jakbar),432.6,1200,25.38,2.8,72.9,LOADED,YES,DOCK-11
2026-07-27 05:47:00,TRK-114,Rute-E,Depok Hub,433.3,1200,25.79,3.0,73.5,QUEUED,NO,DOCK-12
2026-07-28 09:00:00,TRK-121,Rute-G,Gudang West (Tangerang),434.0,1200,9.8,0.3,74.0,DELIVERED,YES,DOCK-01
2026-07-29 13:13:00,TRK-128,Rute-I,Petamburan Hub,434.7,1200,10.21,0.4,74.6,IN_TRANSIT,YES,DOCK-02
2026-07-30 17:26:00,TRK-135,Rute-K,Bogor Transit Hub,435.4,1200,10.62,0.6,75.1,IDLE_DOCK,YES,DOCK-03
2026-07-31 07:39:00,TRK-142,Rute-M,Central Hub (Jakarta),436.1,1200,11.03,0.7,75.7,LOADED,YES,DOCK-04
2026-07-01 11:52:00,TRK-149,Rute-O,Bekasi Logistics Hub,436.8,1200,11.44,0.9,76.2,QUEUED,NO,DOCK-05
2026-07-02 15:05:00,TRK-156,Rute-Q,Cikarang Industrial Hub,437.5,1200,11.85,1.0,76.8,DELIVERED,YES,DOCK-06
2026-07-03 05:18:00,TRK-163,Rute-A,Grogol Hub (Jakbar),438.2,1200,12.26,1.1,77.3,IN_TRANSIT,YES,DOCK-07
2026-07-04 09:31:00,TRK-170,Rute-C,Depok Hub,438.9,1200,12.67,1.3,77.9,IDLE_DOCK,YES,DOCK-08
2026-07-05 13:44:00,TRK-177,Rute-E,Gudang West (Tangerang),439.6,1200,13.08,1.4,78.4,LOADED,YES,DOCK-09
2026-07-06 17:57:00,TRK-004,Rute-G,Petamburan Hub,440.3,1200,13.49,1.6,79.0,QUEUED,NO,DOCK-10
2026-07-07 07:10:00,TRK-011,Rute-I,Bogor Transit Hub,441.0,1200,13.9,1.7,79.5,DELIVERED,YES,DOCK-11
2026-07-08 11:23:00,TRK-018,Rute-K,Central Hub (Jakarta),441.7,1200,14.31,1.8,80.1,IN_TRANSIT,YES,DOCK-12
2026-07-09 15:36:00,TRK-025,Rute-M,Bekasi Logistics Hub,442.4,1200,14.72,2.0,80.6,IDLE_DOCK,YES,DOCK-01
2026-07-10 05:49:00,TRK-032,Rute-O,Cikarang Industrial Hub,443.1,1200,15.13,2.1,81.2,LOADED,YES,DOCK-02
2026-07-11 09:02:00,TRK-039,Rute-Q,Grogol Hub (Jakbar),443.8,1200,15.54,2.3,81.7,QUEUED,NO,DOCK-03
2026-07-12 13:15:00,TRK-046,Rute-A,Depok Hub,444.5,1200,15.95,2.4,82.2,DELIVERED,YES,DOCK-04
2026-07-13 17:28:00,TRK-053,Rute-C,Gudang West (Tangerang),445.2,1200,16.36,2.5,82.8,IN_TRANSIT,YES,DOCK-05
2026-07-14 07:41:00,TRK-060,Rute-E,Petamburan Hub,445.9,1200,16.77,2.7,83.4,IDLE_DOCK,YES,DOCK-06
2026-07-15 11:54:00,TRK-067,Rute-G,Bogor Transit Hub,446.6,1200,17.18,2.8,83.9,LOADED,YES,DOCK-07
2026-07-16 15:07:00,TRK-074,Rute-I,Central Hub (Jakarta),447.3,1200,17.59,3.0,84.5,QUEUED,NO,DOCK-08
2026-07-17 05:20:00,TRK-081,Rute-K,Bekasi Logistics Hub,448.0,1200,18.0,0.3,85.0,DELIVERED,YES,DOCK-09
2026-07-18 09:33:00,TRK-088,Rute-M,Cikarang Industrial Hub,448.7,1200,18.41,0.4,85.6,IN_TRANSIT,YES,DOCK-10
2026-07-19 13:46:00,TRK-095,Rute-O,Grogol Hub (Jakbar),449.4,1200,18.82,0.6,86.1,IDLE_DOCK,YES,DOCK-11
2026-07-20 17:59:00,TRK-102,Rute-Q,Depok Hub,450.1,1200,19.23,0.7,86.7,LOADED,YES,DOCK-12
2026-07-21 07:12:00,TRK-109,Rute-A,Gudang West (Tangerang),450.8,1200,19.64,0.9,87.2,QUEUED,NO,DOCK-01
2026-07-22 11:25:00,TRK-116,Rute-C,Petamburan Hub,451.5,1200,20.05,1.0,87.8,DELIVERED,YES,DOCK-02
2026-07-23 15:38:00,TRK-123,Rute-E,Bogor Transit Hub,452.2,1200,20.46,1.1,88.3,IN_TRANSIT,YES,DOCK-03
2026-07-24 05:51:00,TRK-130,Rute-G,Central Hub (Jakarta),452.9,1200,20.87,1.3,88.9,IDLE_DOCK,YES,DOCK-04
2026-07-25 09:04:00,TRK-137,Rute-I,Bekasi Logistics Hub,453.6,1200,21.28,1.4,89.4,LOADED,YES,DOCK-05
2026-07-26 13:17:00,TRK-144,Rute-K,Cikarang Industrial Hub,454.3,1200,21.69,1.6,90.0,QUEUED,NO,DOCK-06
2026-07-27 17:30:00,TRK-151,Rute-M,Grogol Hub (Jakbar),455.0,1200,22.1,1.7,90.5,DELIVERED,YES,DOCK-07
2026-07-28 07:43:00,TRK-158,Rute-O,Depok Hub,455.7,1200,22.51,1.8,91.1,IN_TRANSIT,YES,DOCK-08
2026-07-29 11:56:00,TRK-165,Rute-Q,Gudang West (Tangerang),456.4,1200,22.92,2.0,91.6,IDLE_DOCK,YES,DOCK-09
2026-07-30 15:09:00,TRK-172,Rute-A,Petamburan Hub,457.1,1200,23.33,2.1,92.2,LOADED,YES,DOCK-10
2026-07-31 05:22:00,TRK-179,Rute-C,Bogor Transit Hub,457.8,1200,23.74,2.3,92.7,QUEUED,NO,DOCK-11
2026-07-01 09:35:00,TRK-006,Rute-E,Central Hub (Jakarta),458.5,1200,24.15,2.4,93.2,DELIVERED,YES,DOCK-12
2026-07-02 13:48:00,TRK-013,Rute-G,Bekasi Logistics Hub,459.2,1200,24.56,2.5,93.8,IN_TRANSIT,YES,DOCK-01
2026-07-03 17:01:00,TRK-020,Rute-I,Cikarang Industrial Hub,459.9,1200,24.97,2.7,94.4,IDLE_DOCK,YES,DOCK-02
2026-07-04 07:14:00,TRK-027,Rute-K,Grogol Hub (Jakbar),460.6,1200,25.38,2.8,94.9,LOADED,YES,DOCK-03
2026-07-05 11:27:00,TRK-034,Rute-M,Depok Hub,461.3,1200,25.79,3.0,95.5,QUEUED,NO,DOCK-04
2026-07-06 15:40:00,TRK-041,Rute-O,Gudang West (Tangerang),462.0,1200,9.8,0.3,8.0,DELIVERED,YES,DOCK-05
2026-07-07 05:53:00,TRK-048,Rute-Q,Petamburan Hub,462.7,1200,10.21,0.4,8.6,IN_TRANSIT,YES,DOCK-06
2026-07-08 09:06:00,TRK-055,Rute-A,Bogor Transit Hub,463.4,1200,10.62,0.6,9.1,IDLE_DOCK,YES,DOCK-07
2026-07-09 13:19:00,TRK-062,Rute-C,Central Hub (Jakarta),464.1,1200,11.03,0.7,9.7,LOADED,YES,DOCK-08
2026-07-10 17:32:00,TRK-069,Rute-E,Bekasi Logistics Hub,464.8,1200,11.44,0.9,10.2,QUEUED,NO,DOCK-09
2026-07-11 07:45:00,TRK-076,Rute-G,Cikarang Industrial Hub,465.5,1200,11.85,1.0,10.8,DELIVERED,YES,DOCK-10
2026-07-12 11:58:00,TRK-083,Rute-I,Grogol Hub (Jakbar),466.2,1200,12.26,1.1,11.3,IN_TRANSIT,YES,DOCK-11
2026-07-13 15:11:00,TRK-090,Rute-K,Depok Hub,466.9,1200,12.67,1.3,11.9,IDLE_DOCK,YES,DOCK-12
2026-07-14 05:24:00,TRK-097,Rute-M,Gudang West (Tangerang),467.6,1200,13.08,1.4,12.4,LOADED,YES,DOCK-01
2026-07-15 09:37:00,TRK-104,Rute-O,Petamburan Hub,468.3,1200,13.49,1.6,12.9,QUEUED,NO,DOCK-02
2026-07-16 13:50:00,TRK-111,Rute-Q,Bogor Transit Hub,469.0,1200,13.9,1.7,13.5,DELIVERED,YES,DOCK-03
2026-07-17 17:03:00,TRK-118,Rute-A,Central Hub (Jakarta),469.7,1200,14.31,1.8,14.1,IN_TRANSIT,YES,DOCK-04
2026-07-18 07:16:00,TRK-125,Rute-C,Bekasi Logistics Hub,470.4,1200,14.72,2.0,14.6,IDLE_DOCK,YES,DOCK-05
2026-07-19 11:29:00,TRK-132,Rute-E,Cikarang Industrial Hub,471.1,1200,15.13,2.1,15.2,LOADED,YES,DOCK-06
2026-07-20 15:42:00,TRK-139,Rute-G,Grogol Hub (Jakbar),471.8,1200,15.54,2.3,15.7,QUEUED,NO,DOCK-07
2026-07-21 05:55:00,TRK-146,Rute-I,Depok Hub,472.5,1200,15.95,2.4,16.2,DELIVERED,YES,DOCK-08
2026-07-22 09:08:00,TRK-153,Rute-K,Gudang West (Tangerang),473.2,1200,16.36,2.5,16.8,IN_TRANSIT,YES,DOCK-09
2026-07-23 13:21:00,TRK-160,Rute-M,Petamburan Hub,473.9,1200,16.77,2.7,17.4,IDLE_DOCK,YES,DOCK-10
2026-07-24 17:34:00,TRK-167,Rute-O,Bogor Transit Hub,474.6,1200,17.18,2.8,17.9,LOADED,YES,DOCK-11
2026-07-25 07:47:00,TRK-174,Rute-Q,Central Hub (Jakarta),475.3,1200,17.59,3.0,18.5,QUEUED,NO,DOCK-12
2026-07-26 11:00:00,TRK-001,Rute-A,Bekasi Logistics Hub,476.0,1200,18.0,0.3,19.0,DELIVERED,YES,DOCK-01
2026-07-27 15:13:00,TRK-008,Rute-C,Cikarang Industrial Hub,476.7,1200,18.41,0.4,19.6,IN_TRANSIT,YES,DOCK-02
2026-07-28 05:26:00,TRK-015,Rute-E,Grogol Hub (Jakbar),477.4,1200,18.82,0.6,20.1,IDLE_DOCK,YES,DOCK-03
2026-07-29 09:39:00,TRK-022,Rute-G,Depok Hub,478.1,1200,19.23,0.7,20.6,LOADED,YES,DOCK-04
2026-07-30 13:52:00,TRK-029,Rute-I,Gudang West (Tangerang),478.8,1200,19.64,0.9,21.2,QUEUED,NO,DOCK-05
2026-07-31 17:05:00,TRK-036,Rute-K,Petamburan Hub,479.5,1200,20.05,1.0,21.8,DELIVERED,YES,DOCK-06
2026-07-01 07:18:00,TRK-043,Rute-M,Bogor Transit Hub,480.2,1200,20.46,1.1,22.3,IN_TRANSIT,YES,DOCK-07
2026-07-02 11:31:00,TRK-050,Rute-O,Central Hub (Jakarta),480.9,1200,20.87,1.3,22.9,IDLE_DOCK,YES,DOCK-08
2026-07-03 15:44:00,TRK-057,Rute-Q,Bekasi Logistics Hub,481.6,1200,21.28,1.4,23.4,LOADED,YES,DOCK-09
